,Date,User,Comment
192,"11:32pm On Aug 14, 2021 ",PetroDolla2020,
193,,,"Ghana's land borders are closed!  what is difficult about that for you to understand? anyone leaving or arriving in Ghana can only do so by air-through the Accra airport! That is the law proclaimed by the President of Ghana. what is difficult for you to understand about that? nigeria's borders are open and so anyone can go to nigeria. Ghana's land borders are CLOSED, huh? If you can't come into Ghana by air, and observe all covid protocols, then stay in your country. Nothing spoil,huh/"
194,"6:01pm On Aug 13, 2021 ",abnot,
195,,,"People are desperate. Even things a common knowledge are ignored because people are desperate. I’ve encountered a few . When I try to discourage them from adopting short-cut routes they get annoyed and attack lol . Last year I met a man who was trying to recruit young nigeria software engineers for a project in Canada . He was offering some of them as low as CAD36,000 per annum. I told one of them to bargain better as he was well placed career wise in nigeria and he said the job comes with a work permit and he will accept even CAD10,000 to leave nigeria. That’s how desperate people are. Eventually they were all (the recruited)  placed in contact with an immigration lawyer who charged them $4000 each . Many of them went to the black market to source for dollars and paid . One year now they are still being told about IRCC delays and border closure. Grown men in their 40s are returning to study at mushroom universities in U.K. just to be able to get the post study work visa. They are also taking along with them their families with the hope that they’ll get a job and permanent resident status after their studies. My hope is that everyone will be patient enough to make concrete plans before migrating"
196,"6:14pm On Aug 12, 2021 ",Limassol,
197,,," many factors:     -inflation            -insecurity        -border closure                -lack of goverment subsidies. My brother the list goes on, it's not rocket science."
198,"4:54pm On Aug 07, 2021 ",buckeyemedia,
199,,," Which influence does Obasanjo have? What has he invented? Has he won a Noble Peace prize? What makes him influential? Someone his Military brothers carried from prison to make President after stealing MKO Abiola’s mandate? Abacha put him in his place, Useless Basketmouth, the destructor of nigeria, no wonder Fela detested the Hypocrite."
200,"2:42pm On Aug 06, 2021 ",,
201,,,"So with everything that has been going on in this country in the past few years, I've been wondering why people still support Buhari and his government. To be honest,  I still can't fathom how people do it and this is the sole reason why I created this thread.The economy has been in shambles for the past 6 years of so he has been the president. And please don't tell me he inherited a bad economy from GEJ. Please don't.- Can we talk about security - Boko haram, bandits, kidnapping, Fulani herdsmen? Students in many parts of the country can't even go to school without the fear of being kidnapped and we have a government? SMH- What of respect for other arms of government like the judiciary and the legislature (which he has in his pocket by the way)? - Nepotism when giving out federal appointments (must every major appointment be a northerner)?- Using the army and just recently, the DSS against anyone who opposes him? (Bear in mind most of these people oppose him because of his own decisions and how he has chosen to turn a deaf ear to complaints of Nigerians)- Price of foodstuffs, fuel, and household items that affect the common Nigerian like you and me? - Crazy bleeped up decisions like banning Twitter, border closure, bleeped up FX policies, banning cryptocurrencies, and more. Gosh.- What about the ever-increasing exchange rate?- Healthcare? A president that has spent more than 200 days aboard for medical treatments alone, how do you think the healthcare in his country will be?- What of corruption? Once you join the APC, you automatically become a saint who can not be touched by the EFCC despite the fact that fighting corruption was the major thing Buhari campaigned with back in 2015.- Employment and poverty rate?The list goes on and on and on and in fact, if I start talking about the failures of this present government, Nairaland won't be enough.Anyways, let's be reasonable and keep tribalism and religious lines aside. if you still support Buhari in 2021, can you tell me why? I'm interested in having an open discussion with people who still support Buhari so if you do, please leave a comment.Lalasticlala & Mynd44, I would love if this can go to the promise land for more audience. I don't think I'm the only one who needs an answer to this question. Thanks."
202,"11:37am On Aug 06, 2021 ",Felixbrown124,
203,,,"@Saimeritus, I hope the border closure has being lifted now or is it still closed to some countries till date?China is my only choice in this PTDF stuff."
204,"11:56am On Aug 05, 2021 ",Empredboy,
205,,," do you understand what is written? it's not about the port instead Benin has created markets in China, India, and turkey so they don't need nigeria.  Benin started this payback since May when they stopped food like tomatoes, pineapple from going to nigeria claiming that they don't have sufficient food bit they supply these countries i mentioned  above.  now they have moved to partial border closure. I have said this countless times I'm this forum when we closed our borders that we are going to suffer it. Benin has nothing to loss.  how did I know because I work at the border (seme) I stay close border, and I do business in Benin. that country has moved on its their turn to play the game."
206,"9:29am On Aug 05, 2021 ",dre11,
207,,,https://www.newtelegraphng.com/tariff-saga-trails-seme-border-reopening/
208,"10:06am On Jul 28, 2021 ",adonainana,
209,,,"Sometimes everything will be going normal, someone will just wake up and take a decision that will affect millions without an alternatuvr  plan If you were  going to ban forex to BDC, for months now you would have secretly funded a plan to make forex available through banks etc By now limits on naira cards should have been removed, it’s just common sense By now you would have even fined or banned banks from selling to bdc and blacklisted some of them that were round tripping Like it’s just common sense Now the price of dollar will increase versus the naira , then people will say why did you ban it in the first place, then you will change your mind and say you have been assured by the head of BDCs in nigeria, bdc will not disboye the laws again . But by then a lot of people would have cashed out and what goes up in nigeria rarely goes down Similar to the border closure too last year, a country that can not even feed itself, closing borders to countries that sends food to feed her lol then you wonder why food prices are up Then when you realize food prices are up you now open the border back, and remember what goes up never comes down back What sort of policies are these"
210,"12:41pm On Jul 27, 2021 ",joyandfaith,
211,,,Twitter revenue is going up and nigerians are hurt by the ban just like border closure. Why are you still talking? Are u not a nigerian?
212,"11:14am On Jul 27, 2021 ",sabidey,
213,,,do you think so? What about ending the power supply? How about gas?Benin needs nigeria to survive
214,"1:49pm On Jul 26, 2021 ",AyaE,
215,,,"1. Even if your family is unemployed you can claim time difference and the mental stress it would cause from your lack of sleep as an excuse. Just try not to do all four courses this semester. Even people onshore are struggling and trying to reduce course load. You can spread the remaining courses when ever you come onshore. Besides as long as COVID and the border closure is the reason for extension completion time, your visa would surely be extended. 2. What the government has decided is that you studying online would not affect your post study visa. That is, unlike before where you had to study onshore to qualify for post study visa of 2 years, your chances would not be in anyway be affected if you are outside Australia.Cheers. "
216,"12:50pm On Jul 23, 2021 ",san316,
217,,,"I'm sure Benin cannot withstand another border closure from Buhari. This guy is coming back to nigeria no doubt. However, I prefer he is tried and jailed in Benin republic for forgery. At least, nobody will blame hausa for jailing a Yoruba man. The legal system there may better serve the purpose of silencing the tout than nigeria."
218,"9:15pm On Jul 22, 2021 ",ocpaschal,
219,,," Ok but my fam doesn't have any work and is not occupied with anything else. He can handle the four courses. But sir, I want to ask you, if u are only doing one course per semester, when will you be able to do the other courses you are offering? The Second question I still find personally confusing is that since we have gotten our grant visas and also doing online classes in nigeria (outside Australia), is there any possibility or chance that the Australian government could agree to extend our visas due to d fact that the Australian borders are still closed and we aren't able to travel to Australia and had decided to study our courses online? We are suppose to be in Australia, working over there and studying too but they closed their borders. Will Australia make up for their border closure and give us d chance to recover d period we couldn't travel to Australia from the date of issuance of visa till the time when their borders are opened for int'l travels?"
220,"8:23pm On Jul 22, 2021 ",Amotolongbo,
221,,,verbose of absolute thrash
222,"7:47pm On Jul 22, 2021 ",abimic,
223,,,"You keep  writing trash right from front page, one would have expected you to tame your exuberance, but it keeps getting a better part of you, maybe because you're either shying away from the truth or you're just been economical with the truth. Some people with your mindset are the ones looting in SA, when their lord, Jacob Zuma was arraigned in court which he feels he is greater than,  found guilty of the charges he is accused of, and then reprimanded in prison. some of their citizens nearly set their country ablaze because they believed their god is greater than SA, and even the government, hence should not answer to any crime just the way no one can hold our present and past leaders accountable to any offense. Obasanjo does not wield any power/influence more than Buhari,  and stop writing like who did not enter the four walls of a school. No one in nigeria is greater/more influential than the government, except the government wants to tow the path of peace for security of others and many. It all boils down to the Beninoise  Government accepting to extradite him or not, but buhari and Pratice Talon are good friends and share common ties. The Government of Benin might want to take their pound of flesh for the border closure, but Buhari's limits start where Obasanjo's end."
224,"4:58pm On Jul 22, 2021 ",Siwisheswereesh,
225,,,Not everybody has a price.It's time for Benin to take their pound of flesh for the border closure... 
226,"4:39pm On Jul 22, 2021 ",Eriokanmi,
227,,,"Buhari never arrested him. This is a fact people should know. He was arrested over travel document issues by the Benenios Government. nigeria didn't even.know how he managed to sneak out despite the heavy security presence at borders. Shame! The harassment meted out to Igboho by the useless northern imam traveling to Europe via Benin didn't even hold water. Had the travel documents been in order,  it's the imam who would have been ushered out of the plane for constituting nuisance. It's only in nigeria we fit do gragra. Once you step outside, you behave normal.  This is a payback period from Benin to nigeria over ruining their economy for 2 good years just because buhari was chasing shadows. I wonder if the closure yielded any results positively in the control of the already proliferated arms in the place. It was during border closure that arms entered nigeria the most. While all the customs concentrated on major routes, the bad guys were busy ferrying in weapons and food items via hidden routes. Anyone who was in owode during this time would confirm this. It was business as usual, same with border towns in katsina.  Benenios president came to aso vila to beg buhari so he could reopen the  border but he refused.  Benin lost billions of dollars during this period. Our leaders are so myopic."
228,"7:57am On Jul 22, 2021 ",Eriokanmi,
229,,,"I talk am. You shut the border for 2 good years and made your neighbour lose billions of dollars and destroyed their economy by chasing shadows. Agric subversion, you didn’t grant farmers to grow rice and other food items which used to come into nigeria via seme and idi iroko borders . Weapons kept entering nigeria by sea Port in the South covertly and by land birders in the north despite the closure. Our economy also became worse with people crying for food. Their president came to you in aso villa,  begging but you looked the other way. One good turn deserves another they say but in this situation,  i'd call it one bad turn deserves another. Buhari go get sense in his after life...which I doubt exists. I hope the would-be future leaders are all learning from the man"
230,"8:15am On Jul 21, 2021 ",Eriokanmi,
231,,,"I don't think so. Benin are still grappling with the billions of dollars lost to  the mission-less border closure by buhari for 2 good years which had crippled their economy. Their president came here begging , even took the matter to ecowas but buhari looked the other way. One good turn deserves another they say. In this case, it would be, one bad turn deserves another.  The last thing Benin would do is extradite Igboho.  Igboho wasn't arrested on the instruction of buhari or nigeria.  I learnt he was traveling to Germany with his wife without proper travel documents. Recall his passport had been carted away by the DSS?"
232,"1:02am On Jul 21, 2021 ",pacespot,
233,,,"I tell you, Buhari can enter a trade pact with Benin Republic because of igboho or promise to open the idi iroko border. I think Benin Republic might use this opportunity to seek some negotiation with the FG, modern day government is all about business."
234,"10:46pm On Jul 20, 2021 ",Praxis758,
235,,,A school of thought has it that the current Bennonise president is not a friend of the present Nigerian government.You can read the handwriting from the fact that neither him nor Buhari has had anything concrete together being each other's neighbours.Their unfriendliness may be a big booster that will favour Igboho from being extradited since the president of a country has the final say in that regard.
236,"10:27pm On Jul 20, 2021 ",Eriokanmi,
237,,,"I don't seem to know how this would work out. Especially  the release of Igboho to buhari by benenios government or extradition to nigeria. I wonder how the Benin Republic who was badly affected by Buhari's border closure policy for 2 years , during which they lost billions of dollars which left their economy crippled,  to now open teeth and say okay, take Igboho sir. One good turn deserves another they say...but this one would be one bad turn..."
238,"8:12pm On Jul 20, 2021 ",Bluntguy,
239,,,Benin republic is going to take their pound of flesh out of nigeria for the border closure of about two years now. They will use Igboho to taunt Buhari.
240,"7:45am On Jul 20, 2021 ",IyaTola,
241,,,"*IGR: WHY LAGOS LEADS ... THE ASIWAJU FOUNDATION & MASTER CLASS* - By Ray Ekpu.At long last the scales have fallen from their eyes and they can now see clearly, very clearly, that carrying handout bowls to Abuja is not the right way to prosperity. The Governors of the 35 states have now decided that they can go to Lagos and find out what the Lagos State government has done right or wrong in internal revenue generation (IGR). The internal revenue generating pilgrimage has been long overdue but because the oil money was flowing, the State Governors felt cool and thought of no need to expand the generation of revenue in their own states.The NNPC said recently that even though oil prices are going up, petrol import revenue is also going up because our four refineries are dead, stone dead. That means that petrol subsidy is back with vengeance. If petro; is to be consumed where there is no refinery, petrol must be imported. When it is imported all kinds of mago mago and wuru wuru may come into play.Now our Governors have realised, a little late, that what may be put in their bowls by Abuja every month may become meagre and more meagre by the day. So they then decided, as an ugly way out, that petrol can be sold for 400 naira a litre or something like that. They didn’t remember that the Labour fellows will snipe at their feet by grinding the economy to a halt with wild cat strikes.In any case, the amount of disposable income in most people’s pockets today is low, very, very low and if the price of petrol is raised astronomically the petrol attendants will be sleeping on duty with no customers to attend to. A few years ago when the price of petrol was raised I drove into one of the petrol stations to fill the tank of my car. When the attendant finished her job I did my own job too as evidence that our transaction had been successfully brought to a closure.The attendant told me: “Thank you, thank you, thank you.” I thought that one “Thank you” was enough for being paid for what was being bought and sold. When she exceeded that I knew that there was something very wrong or something very right. The curiosity of the reporter woke up in me and I asked why she was thanking me very profusely. She explained that most of the motorists she had been attending to were just telling to her “put for 300 naira, put for 400 naira” and that I was the first person that day to say fill the tank. I felt like Aliko Dangote for a few seconds. Now the Governors have realised that we are in a catch 22 situation and they may not get much revenue from oil takings.They have come to the happy place that they have avoided for many years. Now they are telling Lagos *“Teacher, teach us how you do it. For starters they must get this clear: none of them can make as much money as Lagos. Lagos is unique in many ways. Lagos has Tinubu's master plan. It has three airports, three seaports, several beaches, an array of banks, telecommunications and manufacturing companies, the biggest breweries, the biggest flour mills, four football stadia, several tertiary institutions, a thriving entertainment universe, high grade hotels, a vibrant night life – Lagos never sleeps – a major media hub, loads of highly trained human beings. It is also an exuberant economic and political vortex with exceptional vitality, perspicacity, creativity; a city that is constantly reinventing itself. Kaye Whiteman who published the book Lagos: A cultural and historical companion described it as the “true city of imagination” while the famous poet Odia Ofeimun extols it for its “citiness.” Lagos makes money from land, air and water*.Now, rail has come into the mix. Even though none of the 35 states can be like Lagos they can pick up a few lessons if they are ready to be diligent students of Tinubu's master plan. Let’s look at the IGR trajectory of Lagos: 1999 (14.6 billion), 2007 (83.06 billion), 2015 (276.6 billion), 2020 (418.99 billion). Those figures show an upward swing from 1999 to today. Last year, the closest was Rivers State with N117.19 billion while the second runner up was Delta at N59.73 billion. There are several reasons why most of the 35 states are not doing well in IGR.Some of the reasons include leadership battles between predecessors and successors. In one of the states in the south, a Science and Technology park established by a Governor was thoughtlessly abandoned by his hostile successor. Can you imagine? Who was hurt in the process? His government and his state. In Lagos Governor Babajide Sanwo-Olu is completing some of the projects initiated by his predecessor Ambode who waged a bitter battle against him. That shows decency on the part of the incumbent Governor. That shows focused leadership. That shows commitment to the public good. That shows broadmindedness. If you go to some of the states you will see many projects abandoned by successor-Governors who are fighting the shadows of their predecessors. That is small-mindedness, meanness, pettiness of the lowest rung. But that is the nature of our own brand of politics. Also the attitude of some public servants is a disincentive to prosperity of their states.A few years ago a Governor in one of the Southern States thought I knew experts in various fields and asked me to bring them to his state for a seminar on IGR. I submitted a proposal which he promptly minuted to someone for implementation. The proposal went missing for six months. The day the Governor showed his anger the proposal reappeared from its hiding hole.The next problem was the official asked to handle the proposal. He told me that the Governor had already approved consultants for IGR. I told him that the seminar was for experts in various fields to throw up various unconventional ideas that the consultants could turn into money. He did not budge. I went back to the Governor. Again, the Governor was angry and sent for him. When arrived at the Governor’s office and saw me there he was shaking like leaves in the wind. The Governor chewed him out and gave him a deadline to implement the project. He directed me to his Permanent Secretary, a lady who insisted that the lecture hall will have to be decorated. I asked her: Do you decorate lecture halls. She said “yes” I knew that corruption had just walked in on four legs.On the day of the seminar I told this lady that I learnt that the Governor who was to open the conference was receiving people who had come on a courtesy visit and that we should begin the lectures but will break when the Governor arrives. She told me that would be a breach of protocol and that we could do nothing until the Governor arrived. I ignored her and started proceedings.The Governor arrived when we were on the third lecture and he wasn’t angry with me. We stopped the lecture. He made his speech and declared the seminar open. When he left we continued. If I had allowed her that lady would have made her boss, the Governor, to keep the eminent people I had assembled to look at her boss as irresponsible or arrogant for keeping them waiting for hours even though he was the one that chose the time for the seminar. With people who think like that, there is a problem: wrong attitude.Every one of the 35 states must find out what can work for them because of diversity. Extreme religiosity is a problem that is hindering development in some of the states. Lagos has a large Muslim population and even when it was run by Governors who were Muslims, the sale of alcohol was not an issue. Some governments in the world impose what they call “sin taxes,” taxes on such items as alcohol, cigarettes, cigar and gambling. Instead of breaking millions of bottles of beer every year in such states as Kano.Why can’t they impose heavy taxes on such socially undesirable items. The advantages of that approach are three (a) they make money (b) they fight socially undesirable behaviour and they (c) they look good in a democracy. nigeria’s advancement has been significantly hampered by bad politics. There is a Dr Njoku whose vaccine was approved by the WHO some years ago but local politics killed it. There is a Nigerian doctor who had a patent approved for diabetes treatment but politics killed it. There is a professor at Obafemi Awolowo University who had the patent for pounded yam machine but politics and our lack of appreciation for innovation took it away. Awka, the capital of Anambra State is the automobile haven in West Africa. Why are they not getting the needed patronage by all the States in nigeria? Petty or ethnic politics is the answer.The Lagos State Governor, Mr Babajide Sanwo-Olu says that technology is the new oil. Correct. He says the state is building the biggest technology hub in Africa to train start-ups that would develop tech solutions for technological advancement. “We are building a tech campus on a 22, 000 square metres of land in Yaba which we christen K.I.T.E. We are working with global brands in the technology space such as Google and Facebook to deliver the important technology hub.” Apart from building the technology the Lagos State Government supports start-ups with funding.Last year it spent 250 million naira on different tech start-ups in the State. Technology is what has kept Israel many kilometres ahead of its neighbours. In their book titled The Story of Israel’s Economic Miracle, Dan Senor and Saul Singer have explained how Israel has produced more start-up companies than Japan, India, Korea, Canada and the United Kingdom. And Israel’s population is only about 7.1 million and they have enemies on every side of their border.Their creativity, their innovation and their thrift have jointly saved them from extermination. Israel has become one of the prime incubators of technological innovation. Many states in nigeria lack innovation and the ability to get value from their comparative advantage. For many years nigeria has been exporting raw materials such as palm oil, palm kernels, piassava, coconut, cassava. Did anybody tell them not to process them and add value to them? Nobody. Oil just made us all lazy. Now we will begin to think. Let me make a few suggestions.We waste waste (garbage) in this country even though we can transform waste to wealth. The University of nigeria, Nsukka is generating electricity from garbage. Why can’t the states do the same thing with the garbage generated in their states? We send people to prison for minor offences. Why can’t we revise the laws and let those offences attract fines and manual labour? The Governor of Ondo State, Mr Rotimi Akeredolu has been canvassing for an approval for the cultivation of Indian hemp under some regulated arrangement. A lot of people are shooting down the idea without giving serious thoughts to the pros and cons of the proposal. New ideas are what can bring progress. Lagos is progressing because it is ready, has always been ready to embrace new ideas. States that remain in the past can never make significant progress. That is the most important lesson that Lagos offers!"
242,"1:30pm On Jul 19, 2021 ",,
243,,,God 
244,"1:15pm On Jul 19, 2021 ",Deputy1111,
245,,,"By Kehinde AdeoyeEver since after the unfortunate outbreak of the Covid-19 pandemic, that was first reported from Wuhan, China, on 31 December 2019, the world economy has been thrown into disarray. World powers including the United States went neck deep into recession. It was same story for other American and European countries. The global health crisis also took its toll on the African continent and Nigerian wasn’t left behind.All over the world, deaths were recorded and several homes were affected by loss of jobs, shelter and livelihood. Lockdown were subsequently initiated in every part of the world to limit the spread of the virus which perhaps was grossly felt in some places than others. But even at that, thus far, the coronavirus-related deaths worldwide has passed a grim milestone of 4 million.After the introduction of lockdown which made it difficult for people to go about their businesses. It got worse for artisans and business owners who made their living through daily sales unlike salary earners. Governments throughout the world encouraged citizens to stock up food items for the lockdown. At that time, it was uncertain when movements would resume. Most people had to withdraw their savings to feed their families.nigeria’s economy was shut down at the twilight of March 2020, as a result of this problem which halted all production activities, movements and major economic activities.  Some small and medium scale business owners with huge employees had to lay off their workers, downsize or close down the entire business because they couldn’t meet up with the monthly financial obligations towards their workers.The agricultural sector was one of the several sectors affected by the pandemic globally, because the lockdown was put in place during the planting season. Despite the fact that it was subsequently relaxed a little to enable farmers to cultivate, they had difficulties accessing farm inputs and transporting the same across the markets.Narrowing it down to nigeria now, we would recall that prior to the outbreak of the coronavirus pandemic, clashes between farmers and herdsmen were rampant. That prompted heavy reduction in production of food crops especially in the northeastern parts of nigeria. Most farmers who have had terrible experiences with the clashes either stopped farming or reduced the capacity of farm production.The COVID-19 lockdown restricted the transportation of goods, especially food items, across the country. A ban on inter-state movement and farmers’ inability to cultivate their farmlands, amongst other processes, posed a challenge on food security in the country. So, it wasn’t unexpected that these unusual distortions of farming activities and agricultural business would shrink the supply of various farm produce, with attendant increase in prices of food items.A market survey by Dataphyte, a media research and data analytics organisation indicates that  “Nigerians witnessed an average of 66.8% increase in the prices of food items between last year (2020) February, the month the first case of coronavirus was confirmed, and at March (2020), when the survey was conducted.Dataphyte’s analysis of the prices of foodstuffs across 13 states in the country, one of the most extensive market surveys in the country showed that the food price situation had contracted the purchasing power of citizens. The states sampled were Anambra, Benue, Enugu, Ebonyi, Abuja (the Federal Capital Territory, FCT), Kano, Kwara, Lagos, Niger, Ogun, Ondo, Oyo, and Sokoto states.“The price of beans and garri nearly doubled within the period under review. Beans rose from N1,457 to N2,883 per paint rubber, representing an estimated 98% (97.92%) increase. The cost of garri rose from N869 to N1,856 per paint rubber, an estimated 97% (97.27%) change. The price increases of these two staple foods were the highest in the last one year period of the coronavirus pandemic,” Dataphyte said.Garri is made from cassava, a tuber plant, which is one of the most important food crops in West Africa. nigeria produces about 250,000 tonnes of it annually. nigeria is also regarded as the largest producer of cassava in the world. Garri is either made into ‘eba’ or soaked to drink as flakes. It is often regarded as the ‘poor man’s food,’ in nigeria, because of its relatively low price and the ease of taking it as a snack without need of cooking, unlike most of the other food items.Dataphyte further disclosed in its report here.However, sustained violence and a general state of insecurity in the country, especially in the northeast of the country, could have contributed to the scarcity of the farm products and processed food items.But statista making a disclosure from its survey on the percentage change in prices of selected food products in nigeria 2021 said: “In May 2021, food prices in nigeria increased considerably compared to May 2020. Maize, gari (or garri), oil, and beans prices increased the most. In particular, the price of white gari grew by over 50 percent compared to the previous year, while the price of yellow maize grain added up to 51 percent more. Among all selected food products, no item recorded a decrease in price. In fact, nigeria is among the countries with the highest inflation rate in the world and recorded a fast growing CPI.”Other factors responsible for the food price surges include border closure, said to have contributed 4%. General Insecurity, terrorism, killings, kidnapping, farmers-herder clashes were also said to have directly contributed about 3% of the cause.Now, in a bid to reduce hunger and scarcity as well as cater for the welfare of Nigerians, especially the poor households, the Federal Government through the Ministry of Humanitarian Affairs gave out tokens and distributed palliatives throughout the statesSince the intervention of the Federal Government (FG) to share palliatives and cash to the poorest of the poor had little effects, the FG saw the need to further address the state of the nation with the introduction of the Economic Sustainability Committee chaired by Vice President Osinbajo. This was created specifically to address the post Covid-19 issues affecting the economy.nigeria Economic Sustainability Plan (ESP) was approved by the Federal Executive Council on June 24, 2020, as established by President Muhammadu Buhari on March 30, 2020. Chaired by Vice President Yemi Osinbajo, the ESC comprised several Cabinet Ministers as well as the Group Managing Director of the NNPC and the Governor of the Central Bank of nigeria.While inaugurating the committee on the April 2, 2020, the Vice President noted that “what Mr President has asked us to do is to devise a strategy in order to be able to keep the economy going and also make provisions to ensure that we are able to retain jobs and indeed create more.”“We also need to develop the Nigerian economy in a way that we will even take advantage of the challenges of these times and convert those challenges to opportunities,” Prof Osinbajo said.Speaking further on the responsibilities of the committee, the Vice President said “what we will need to do is something that is bold, radical and one that our people can understand and buy into.“We must design a broad vision that takes into account how to implement a big plan inclusive of a focus on mass local productivity and mass employment.“The big plan of government is to find a way for us to be able to do mass housing, increase agricultural production, ensure massive local productivity by among several other options, increasing support to MSMEs, and majorly improve avenues to put more cash in the hands of our people and also make them productive,” the VP noted.After deliberations by the committee, the Vice President submitted its report for implementation on the 11th of june, 2020 with the theme “Bouncing Back”. The President reacting to the development appreciated the committee while tagging the plan a “National Plan.“I’m pleased to hear that the Economic Sustainability Committee consulted with all the National Economic Councils and the National Assembly, and I look forward to our continued partnership with one focus to implement what I consider a national plan,” the President noted.The Vice President said the Committee was motivated by President Buhari’s directive to come up with a plan that would to provide succour to Nigerians, taking into account the dangers posed to the economy by the global economic slowdown, which also resulted in a drastic fall in crude oil production and prices, with serious implications for government revenues and foreign exchange earningsSpeaking after receiving the ESC plan from the VP, President Buhari said the committee was established because “during these uncertain times, the government saw the need to act quickly and avert the worst; while government continues to seek ways of supporting businesses and industry. The President added that the administration is determined “to support business especially sectors facing difficulty as the effect of the Covid-19 pandemic and the resultant socio-economic Covid-19,” while it focuses on implementing the recommendations of the national plan.The President stated that the recommendations in the plan would help in developing a truly competitive economy that can support our people and secure our future. He said “I congratulate the Economic Sustainability Committee for completing this critical national assignment in good time,” he added. He also commended Nigerians for their resilience in adapting to the Covid-19 pandemic, as well as the efforts of health workers whom he said, “continue to play critical role in keeping our country safe.”Prof. Osinbajo, still on the same issue added, “In other words, to create millions of new jobs, we need to focus on encouraging local production, local services, local innovation, and emphasize the use of local materials. nigeria and Nigerians can produce our food, build our houses and construct our roads, using local materials in all cases. If we must import, it must be to support local production. We have, therefore, recommended that we must carry out mass programmes that create jobs and utilise local materials.”A mass agricultural programme, mass housing programme, support for micro, small and medium enterprises, reduction in NAFDAC registration fees, survival fund, strengthening the social safety net are the proposed key projects among others were created to alleviate the problems.Continue reading here ���https://thedailyleaks.com/forces-behind-hike-in-food-prices-and-governments-interventions-in-nigeria-globally/"
246,"5:12pm On Jul 16, 2021 ",TruthHurts1,
247,,,"nigeria is facing a critical hunger level as it ranks 98 out of 107 countries in the 2020 Global Hunger Index.The country also has the proportion of undernourished in the population rising from 7.6 per cent in 2012 to 12.6 per cent in 2020.According to a consulting firm focused on Africa geopolitical research and strategic communications, SBM Intel’s report, the country’s food crisis is a result of insecurity from Boko Haram terrorists, bandits and killer herders that have forced farmers to abandon their farmlands.Other factors, however, are the lack of proper storage facilities, volatile oil prices, climate change, rising cost of energy and logistics, stifling government policies, natural  disasters, the Coronavirus pandemic, and currency devaluation.According to the Nigerian Bureau of Statistics (NBS) report as published by SBM, food inflation has seen a 48.94% rise (from 15.04% to 22.95%). SBM gathered reports from major food markets across the country and noted how people lamented devastating rising prices of food which have altered their normal daily living.The prices of most staple food items in a typical Nigerian home, including rice, beans, egg, garri, plantain, yam, beef,  palm oil, fish, pepper, tomatoes, onions, bread and groundnut oil,  have all surged.In Lagos, a housewife disclosed to SBM that the food allowance her husband provides could no longer sustain the family. She precisely complained about her failure to buy monthly food items, which now occurs every two weeks or save from the allowances while expenses keep increasing. A trader in Lagos’s Balogun Market was very specific as to fish, saying that the border closure affected his ability to supplement  his fish stock, forcing him to raise prices for the increasingly scarce stock he has.Most of those interviewed in the low socio-economic echelons admitted they could no longer afford three square meals but had one whole meal daily supplemented with snacks. Mrs Christiana, a Lagos housewife and entrepreneur disclosed she chose two-square meals daily, as allowances received can no longer afford her family decent three-meal days. Another respondent who is a wife and mother of two at Sango-Ota, Ogun State, lamented the rapid escalation of prices of commodities in the market at Sango-Ota. She explained how she last went to the market and ended up confused about what exactly to buy since “what N20,000 can but a few months back, today, N40,000 cannot afford the same.”The price of beans and garri in Sango-Ota rose by a significant 97.9%, which almost doubled within the period under review. Beans rose from N1,457 to N2,883 per four-litre paint rubber and garri saw a  price rise from N869 to N1,856 per paint rubber. According to her, the price increases of these two staple foods were the highest in the last one year.In Port Harcourt, a four-litre paint bucket of garri, which sold for N1,200  at the end of March, rose to N1,500 by June 2021, an increase of 25%.  In the same period, a paint bucket of beans, which sold for N1,500, now sells for N1600.Visits to various markets revealed that in all the markets except in Onitsha, Port Harcourt and Calabar Municipal markets, the cost of making a pot of Jollof rice has skyrocketed. The decline in Anambra, Rivers and Cross River states was as a result of a slight reduction in the cost of beef, onions and tomatoes.[url]http://saharareporters.com/2021/07/16/nigeria-ranks-98-among-107-countries-global-hunger-index[/url]Mynd44 Lalasticlala"
248,"7:47pm On Jul 15, 2021 ",BrandSpurNG,
